"pid","location","yearbuilt","totval","bedrooms","bathrooms","halfbaths"
517,"49 TOWNSEND TER","1961","235100",3,2,0
518,"645 TOWNSEND AV","1961","229900",4,2,1
519,"655 TOWNSEND AV","1963","307800",3,2,1
520,"25 TOWNSEND TER","1964","190400",2,1,1
521,"33 TOWNSEND TER","1962","268700",4,2,2
522,"37 TOWNSEND TER","1962","289600",4,2,1
523,"43 TOWNSEND TER","1963","134500",2,1,0
524,"TOWNSEND TER",NA,"2500",NA,NA,NA
525,"51 TOWNSEND TER","1965","151800",2,2,0
526,"59 TOWNSEND TER","1961","147000",2,1,0
527,"65 TOWNSEND TER","1961","204700",3,1,1
528,"71 TOWNSEND TER","1964","197900",3,1,1
529,"77 TOWNSEND TER","1962","137200",2,1,0
530,"85 TOWNSEND TER","1965","175400",3,1,1
531,"91 TOWNSEND TER","1961","148900",3,1,0
532,"99 TOWNSEND TER","1964","163900",3,1,0
533,"105 TOWNSEND TER","1964","191000",3,3,0
534,"111 TOWNSEND TER","1961","163900",2,1,1
535,"220 HYDE ST","1971","199900",3,2,0
536,"15 TOLLI TER","1972","181100",3,1,0
537,"19 TOLLI TER","1972","204900",3,2,0
538,"27 TOLLI TER","1973","205800",3,2,0
539,"35 TOLLI TER","1971","209100",3,1,1
540,"43 TOLLI TER","1973","260800",3,1,1
541,"59 TOLLI TER","1972","286100",3,2,1
542,"52 TOLLI TER","1974","211700",3,1,1
543,"48 TOLLI TER","1973","211100",3,1,1
544,"40 TOLLI TER","1973","237800",3,2,1
545,"30 TOLLI TER","1972","222600",3,2,0
546,"20 TOLLI TER","1972","206300",3,2,0
547,"10 TOLLI TER","1999","197100",3,2,0
548,"4 TOLLI TER","2001","166400",3,1,1
549,"503 TOWNSEND AV","1924","203100",4,1,1
550,"STUYVESANT AV",NA,"67200",NA,NA,NA
551,"21 STUYVESANT AV","1918","196100",3,2,0
552,"27 STUYVESANT AV","1932","198400",3,2,1
553,"33 STUYVESANT AV","1935","157600",3,1,0
554,"41 STUYVESANT AV","1950","149900",2,1,0
555,"45 STUYVESANT AV","2013","236800",3,2,1
556,"47 STUYVESANT AV","1920","190200",3,1,1
557,"53 STUYVESANT AV","1950","172000",2,1,1
558,"57 STUYVESANT AV","1949","153800",2,1,0
559,"61 STUYVESANT AV","1962","226200",4,2,0
560,"65 STUYVESANT AV","1935","188200",2,1,0
561,"71 STUYVESANT AV","1962","223200",4,2,0
562,"75 STUYVESANT AV","1930","196100",3,1,1
563,"87 STUYVESANT AV","1947","218900",3,1,1
564,"88 HYDE ST","2006","240600",3,2,1
565,"82 HYDE ST","1900","149600",2,1,0
566,"74 HYDE ST","1940","207400",3,2,1
567,"76 GIRARD AV","1955","178800",3,2,0
568,"70 GIRARD AV","1920","171000",3,1,0
569,"64 GIRARD AV","1935","209300",3,1,0
570,"56 GIRARD AV","1905","189400",3,2,0
571,"52 GIRARD AV","1929","208800",3,1,0
572,"48 GIRARD AV","1930","171800",4,1,0
573,"44 GIRARD AV","1929","196200",3,2,0
574,"38 GIRARD AV","1930","213500",NA,2,0
575,"32 GIRARD AV","1925","192700",3,2,0
576,"24 GIRARD AV","1954","203600",3,2,0
577,"18 GIRARD AV","1950","105200",4,1,0
578,"483 TOWNSEND AV","1939","220400",3,2,0
579,"487 TOWNSEND AV","1928","235100",3,2,0
580,"493 TOWNSEND AV","1930","242000",3,2,0
581,"497 TOWNSEND AV","1900","224000",4,2,0
582,"565 TOWNSEND AV","1950","289300",3,2,0
583,"255 FORT HALE RD","1948","209000",3,3,0
584,"267 FORT HALE RD","1948","249100",4,1,1
585,"287 FORT HALE RD","1940","253200",4,1,1
586,"303 FORT HALE RD","1956","207000",2,1,0
587,"315 FORT HALE RD",NA,"6800",NA,NA,NA
588,"325 FORT HALE RD","1950","273700",3,2,0
589,"339 FORT HALE RD","1940","232000",4,2,0
590,"355 FORT HALE RD","1955","178000",2,1,0
591,"369 FORT HALE RD","1952","271500",3,2,0
592,"387 FORT HALE RD","1860","234800",3,2,0
593,"405 FORT HALE RD","1928","172100",3,1,1
594,"425 FORT HALE RD","1978","175300",3,1,0
595,"136 HYDE ST","1930","176000",3,1,0
596,"130 HYDE ST","1930","185200",3,1,1
597,"126 HYDE ST","1936","203700",3,1,1
598,"120 HYDE ST","1993","231900",3,1,1
599,"116 HYDE ST","1936","203200",3,1,1
600,"108 HYDE ST","1910","266600",8,3,1
601,"76 STUYVESANT AV","1930","163800",3,1,0
602,NA,NA,NA,NA,NA,NA
603,"72 STUYVESANT AV","1966","166400",3,1,0
604,"68 STUYVESANT AV","1925","178700",4,2,0
605,"62 STUYVESANT AV","1910","190200",3,1,1
606,"58 STUYVESANT AV","1918","232100",6,3,0
607,"52 STUYVESANT AV","1930","242300",3,2,0
608,"48 STUYVESANT AV","1930","215500",3,1,0
609,"42 STUYVESANT AV","1926","238800",3,2,0
610,"38 STUYVESANT AV","1930","200100",4,2,0
611,"30 STUYVESANT AV","1959","271100",3,2,0
612,"16 STUYVESANT AV","1920","279700",3,2,0
613,"14 STUYVESANT AV","1951","168300",3,1,0
614,"511 TOWNSEND AV","1927","245800",3,2,0
615,"519 TOWNSEND AV","1950","165900",2,1,0
616,"523 TOWNSEND AV","1950","183000",2,1,0
617,"527 TOWNSEND AV","1920","307000",5,3,0
618,"535 TOWNSEND AV","1951","223000",3,2,0
619,"541 TOWNSEND AV","1950","194200",3,2,0
620,"551 TOWNSEND AV","1915","374500",6,3,0
621,"555 TOWNSEND AV","1910","250500",4,2,0
622,"73 HYDE ST","1935","162100",4,1,1
623,"77 HYDE ST","1925","160100",3,1,0
624,"81 HYDE ST","1927","161600",3,1,0
625,"85 HYDE ST","1925","160300",3,1,0
626,"91 HYDE ST","1925","163900",2,1,0
627,"97 HYDE ST","1925","167900",2,1,0
628,"111 STUYVESANT AV","1953","170000",3,1,0
629,"121 STUYVESANT AV","1956","270000",5,2,NA
630,"14 STEWART ST","1960","143100",3,1,0
631,"STEWART ST",NA,"3900",NA,NA,NA
632,"112 GIRARD AV","1940","202300",3,1,1
633,"104 GIRARD AV","1917","190400",2,1,1
634,"5 STEWART ST","1955","198000",3,1,1
635,"21 STEWART ST","1952","208500",3,1,0
636,"137 STUYVESANT AV","1940","191300",2,2,0
637,"143 STUYVESANT AV","1945","171100",3,1,1
638,"145 STUYVESANT AV","1955","220200",3,2,1
639,"204 BURR ST","1952","139300",3,1,0
640,"174 BURR ST","1950","163200",3,1,1
641,"140 GIRARD AV","1951","128800",3,1,0
642,"132 GIRARD AV","1950","153100",3,1,1
643,"105 HYDE ST","1928","170800",3,1,0
644,"109 HYDE ST","1920","160000",4,1,1
645,"115 HYDE ST","1920","130300",2,1,1
646,"121 HYDE ST","1930","193900",3,1,1
647,"127 HYDE ST","1924","162400",3,1,0
648,"133 HYDE ST","1940","167500",3,1,0
649,"141 HYDE ST","1920","189000",3,1,1
650,"471 FORT HALE RD","1930","157700",3,1,0
651,"FORT HALE RD",NA,"37600",NA,NA,NA
652,NA,NA,NA,NA,NA,NA
653,"487 FORT HALE RD","1920","169800",2,2,0
654,"495 FORT HALE RD","1961","184400",3,1,1
655,"54 STEWART ST","1984","201700",2,2,1
656,"50 STEWART ST","1955","177000",3,1,0
657,"44 STEWART ST","1951","204400",3,1,1
658,"120 STUYVESANT AV","1950","218900",4,2,0
659,"35 STEWART ST","1935","213900",4,2,0
660,"41 STEWART ST","1940","207400",4,2,0
661,"43 STEWART ST","1920","238500",5,3,0
662,"49 STEWART ST","1920","150000",1,1,0
663,"57 STEWART ST","1938","224300",4,2,0
664,"515 FORT HALE RD","1949","230300",3,1,1
665,"535 FORT HALE RD","1951","187000",4,2,0
666,"555 FORT HALE RD","1951","177300",3,1,1
667,"569 FORT HALE RD","1954","205000",3,1,1
668,"585 FORT HALE RD","1955","165300",4,2,0
669,"230 BURR ST","1930","188200",4,2,0
670,"226 BURR ST","1964","149000",2,1,0
671,"220 BURR ST","1952","124900",2,1,0
672,"210 BURR ST","1956","116000",2,1,0
673,"150 STUYVESANT AV","1940","152000",2,1,0
674,"146 STUYVESANT AV","1935","169600",2,1,0
675,"151 HYDE ST","1945","190400",3,3,0
676,"159 HYDE ST","1945","162800",4,1,1
677,"165 HYDE ST","1945","210600",3,1,1
678,"119 HALL ST","1982","189800",1,2,0
679,"129 HALL ST","1958","198800",3,2,0
680,"137 HALL ST","1953","214400",3,1,1
681,"145 HALL ST","1950","188700",2,1,1
682,"151 HALL ST","1955","225900",2,1,1
683,"155 HALL ST","1958","175600",2,1,0
684,"159 HALL ST","1979","225900",3,2,1
685,"163 HALL ST","1969","167500",2,1,0
686,"175 HALL ST","1969","162400",3,1,1
687,"274 BURR ST","1952","125100",3,1,0
688,"266 BURR ST","1952","123900",3,1,0
689,"258 BURR ST","1952","125900",4,1,0
690,"250 BURR ST","1952","128100",2,2,0
691,"570 FORT HALE RD","1958","167000",3,1,0
692,"550 FORT HALE RD","1967","266200",4,2,0
693,"540 FORT HALE RD","1945","171300",2,1,1
694,"530 FORT HALE RD","1950","141400",2,1,0
695,"520 FORT HALE RD","1947","174000",3,1,0
696,"510 FORT HALE RD","1950","162900",3,1,0
697,"488 FORT HALE RD","1961","176000",3,2,1
698,"478 FORT HALE RD","1957","162900",3,2,0
699,"468 FORT HALE RD","1920","134600",2,1,1
700,"120 HALL ST","1945","206200",2,2,0
701,"203 HYDE ST","1959","190400",2,1,1
702,"211 HYDE ST","1956","221100",1,1,1
703,"296 BURR ST","2009","208000",3,3,NA
704,"292 BURR ST","1971","166900",3,1,1
705,"286 BURR ST","1971","175500",3,1,1
706,"180 HALL ST","1979","191300",3,1,1
707,"HALL ST",NA,"5900",NA,NA,NA
708,"174 HALL ST","1960","201000",3,1,1
709,"180 TOWNSEND TER","1985","281800",4,3,0
710,"166 HALL ST","1960","169600",2,1,1
711,"158 HALL ST","1958","193500",3,2,NA
712,"177 TOWNSEND TER","1982","236600",3,2,0
713,"148 HALL ST","1954","298800",3,2,0
714,"136 HALL ST","1953","249400",3,2,0
715,"130 HALL ST","1963","158700",3,1,0
716,"351 CONCORD ST","1900","133100",3,1,0
717,"87 BURR ST","1917","148900",3,1,0
718,"97 BURR ST","1910","132000",2,1,0
719,"103 BURR ST","1932","166400",2,1,1
720,"109 BURR ST","1950","151400",3,1,0
721,"1850 DEAN ST","1988","204600",3,2,0
722,"1840 DEAN ST","1945","146200",3,1,0
723,"1836 DEAN ST","1953","176400",4,2,0
724,"1832 DEAN ST","1945","123700",2,1,0
725,"1820 DEAN ST","1949","119500",2,1,0
726,"40 ELMER ST","1954","148400",3,1,0
727,"34 ELMER ST","1963","184300",2,1,1
728,"30 ELMER ST","1963","177700",4,2,0
729,"24 ELMER ST","1965","202000",4,2,0
730,"20 ELMER ST","1964","166700",4,2,0
731,"4 ELMER ST","1920","177900",3,1,0
732,"327 CONCORD ST","1979","138800",2,1,0
733,"331 CONCORD ST","1920","166000",3,1,1
734,"337 CONCORD ST","1920","162100",3,1,0
735,"341 CONCORD ST","1920","220500",4,2,0
736,"349 CONCORD ST","1920","171000",3,1,1
737,"BURR ST",NA,"4400",NA,NA,NA
738,"421 TOWNSEND AV","1955","172700",2,1,1
739,"385 TOWNSEND AV","1954","6313000",3,1,1
740,"CONCORD ST",NA,"62200",NA,NA,NA
741,"398 CONCORD ST","1960","292100",6,2,2
742,"396 CONCORD ST","1954","204400",3,1,1
743,"388 CONCORD ST","1965","155900",2,1,1
744,"66 BURR ST","1954","188500",3,2,0
745,"54 BURR ST","1920","216900",3,2,0
746,"60 BURR ST","1980","229400",3,2,0
747,"44 BURR ST","1900","202200",4,2,0
748,"34 BURR ST","1956","164600",3,1,0
749,"431 TOWNSEND AV","1956","174300",2,1,0
750,"439 TOWNSEND AV","1953","156100",3,1,0
751,"15 LEY ST","1920","134800",1,1,0
752,"19 LEY ST","1958","141100",3,1,0
753,"25 LEY ST","1948","225300",3,2,0
754,"31 LEY ST","1968","149300",3,1,0
755,"37 LEY ST","1952","202300",2,1,0
756,"45 LEY ST","1932","223200",5,2,0
757,"51 LEY ST","1960","166800",2,1,0
758,"57 LEY ST","1935","200900",3,2,0
759,"63 LEY ST","1920","218500",3,2,0
760,"71 LEY ST","1935","152900",2,1,1
761,"77 LEY ST","1958","162500",2,1,0
762,"81 LEY ST","1903","206500",3,2,1
763,"89 LEY ST","1953","158700",2,1,0
764,"95 LEY ST","1951","173200",4,1,0
765,"110 BURR ST","1920","190200",4,2,0
766,"106 BURR ST","1950","173400",3,2,0
767,"104 BURR ST","1935","200600",2,1,0
768,"100 BURR ST","2002","199600",3,2,0
769,"375 CONCORD ST","1961","199600",3,2,1
770,"383 CONCORD ST","1961","209900",3,1,1
771,"473 TOWNSEND AV","1926","328300",0,0,NA
772,"17 GIRARD AV","1967","220500",3,2,0
773,"23 GIRARD AV","1925","145000",2,1,0
774,"27 GIRARD AV","1950","187300",2,1,0
775,"33 GIRARD AV","1947","177400",3,1,1
776,"35 GIRARD AV","1947","198900",3,1,1
777,"37 GIRARD AV","1947","192900",3,1,1
778,"47 GIRARD AV","1947","177800",3,1,1
779,"51 GIRARD AV","1947","186600",3,1,1
780,"57 GIRARD AV","1901","168600",2,1,0
781,"GIRARD AV",NA,"2300",NA,NA,NA
782,"63 GIRARD AV","1971","218900",3,1,1
783,"69 GIRARD AV","1945","175000",2,1,1
784,"75 GIRARD AV","1930","169400",3,1,0
785,"79 GIRARD AV","1945","206300",3,3,0
786,"89 GIRARD AV","1964","181200",2,1,0
787,"95 GIRARD AV","1921","171300",3,1,0
788,"99 GIRARD AV","1928","190600",3,2,0
789,"105 GIRARD AV","1953","141900",2,1,0
790,"115 GIRARD AV","1947","168700",2,1,0
791,"119 GIRARD AV","1950","156800",1,2,0
792,"125 GIRARD AV","1956","125200",2,1,0
793,"133 GIRARD AV","1956","149600",3,1,1
794,"118 BURR ST",NA,"84200",NA,NA,NA
795,"100 LEY ST","1950","179400",2,2,0
796,"94 LEY ST","1951","173500",3,1,0
797,"90 LEY ST","1947","195500",2,1,1
798,"78 LEY ST","1949","213800",3,1,0
799,"74 LEY ST","1982","289100",2,2,0
800,"70 LEY ST","1948","159100",2,1,0
801,"68 LEY ST","1953","172800",2,1,1
802,"64 LEY ST","1952","163200",2,1,0
803,"54 LEY ST","1962","172900",3,1,1
804,"48 LEY ST","1980","191300",3,1,0
805,"42 LEY ST","1932","203600",3,1,1
806,"38 LEY ST","1930","167200",3,1,1
807,"34 LEY ST","1957","135600",2,1,0
808,"26 LEY ST","1967","121300",2,1,0
809,"24 LEY ST","1963","192500",6,2,0
810,"20 LEY ST","1950","157100",3,1,0
811,"445 TOWNSEND AV","1926","207200",6,2,0
812,"449 TOWNSEND AV","1920","207600",4,2,0
813,"455 TOWNSEND AV","1920","251200",5,3,0
814,"461 TOWNSEND AV","1950","144800",2,1,0
815,"155 BURR ST","1931","39471400",0,0,NA
816,"257 CONCORD ST","1900","119300",2,1,0
817,"15 ALFRED ST","1974","210300",3,2,0
818,"19 ALFRED ST","1900","197100",4,2,0
819,"23 ALFRED ST","1920","175100",3,2,0
820,"29 ALFRED ST","1920","165400",3,1,0
821,"37 ALFRED ST","1935","173100",3,2,0
822,"ALFRED ST",NA,"56200",NA,NA,NA
823,"47 ALFRED ST","1955","158800",3,1,0
824,"50 NELSON ST","1935","148300",3,1,0
825,"44 NELSON ST","1930","144800",2,1,0
826,"40 NELSON ST","1950","169400",2,1,1
827,"30 NELSON ST","1954","166300",3,1,0
828,"26 NELSON ST","1910","175500",3,2,0
829,"20 NELSON ST","1920","191300",3,1,1
830,"16 NELSON ST","1940","160400",4,1,0
831,"239 CONCORD ST","1930","238800",3,2,1
832,"245 CONCORD ST","1973","216300",3,2,0
833,"247 CONCORD ST","1920","175600",3,1,1
834,"253 CONCORD ST","1920","132700",3,1,0
835,NA,NA,NA,NA,NA,NA
836,"MYRON ST",NA,"9600",NA,NA,NA
837,"25 MYRON ST","1957","254200",4,3,0
838,"33 MYRON ST","1940","200500",2,1,0
839,"37 MYRON ST","1940","219700",3,2,0
840,"43 MYRON ST","1945","166100",4,1,0
841,"47 MYRON ST","1930","197500",3,1,1
842,"53 MYRON ST","1930","201000",3,2,0
843,"57 MYRON ST","1920","204000",4,2,0
844,"63 MYRON ST","1925","164900",3,1,0
845,"288 CONCORD ST","1920","175500",3,1,0
846,"280 CONCORD ST","1940","186500",3,1,1
847,"274 CONCORD ST","1925","172300",3,1,0
848,"270 CONCORD ST","1920","204800",3,1,0
849,"264 CONCORD ST","1920","149100",3,1,0
850,"260 CONCORD ST","1948","151000",3,2,0
851,"256 CONCORD ST","1986","220000",4,2,2
852,"58 FLORENCE AV","1920","195300",3,1,1
853,"54 FLORENCE AV","1940","194500",4,2,0
854,"52 FLORENCE AV","1900","187000",3,2,1
855,"46 FLORENCE AV","1900","272400",5,3,0
856,"40 FLORENCE AV","1920","178300",2,2,0
857,"4 DORCHESTER TER","1935","171400",3,2,0
858,"2 DORCHESTER TER","1900","175100",4,1,0
859,"34 FLORENCE AV","1940","247100",4,2,0
860,"26 FLORENCE AV","1960","166300",3,1,0
861,"22 FLORENCE AV","1930","248700",3,2,1
862,"18 FLORENCE AV","1920","151600",2,1,1
863,"255 TOWNSEND AV","1803","373700",3,2,1
864,"261 TOWNSEND AV","1948","254800",3,2,0
865,"265 TOWNSEND AV","1803","281500",3,2,0
866,"271 TOWNSEND AV","1920","502400",4,3,0
867,"277 TOWNSEND AV","1920","307000",4,2,0
868,"291 TOWNSEND AV","1940","516900",4,2,1
869,"295 TOWNSEND AV","1965","168200",3,1,0
870,"293 TOWNSEND AV","1974","213000",3,1,1
871,"299 TOWNSEND AV","1920","380800",5,2,1
872,"305 TOWNSEND AV","1840","261800",2,2,0
873,"309 TOWNSEND AV","1938","116600",2,1,0
874,"91 MYRON ST","1930","164100",3,1,0
875,"95 MYRON ST","1956","179100",3,1,0
876,"99 MYRON ST","1920","181200",3,1,1
877,"109 MYRON ST","1930","163600",2,2,0
878,"105 MYRON ST","1986","242800",4,2,1
879,"115 MYRON ST","1927","189700",4,1,0
880,"131 MYRON ST","1920","147400",3,1,0
881,"ALFRED ST",NA,"58800",NA,NA,NA
882,"38 ALFRED ST","1930","207900",3,2,0
883,"32 ALFRED ST","1929","183100",2,2,0
884,"28 ALFRED ST","1929","168100",4,1,0
885,"18 ALFRED ST","1920","194700",3,2,0
886,"16 ALFRED ST","1960","158500",2,1,0
887,"263 CONCORD ST","1920","179300",2,1,0
888,"273 CONCORD ST","1953","153000",3,1,0
889,"275 CONCORD ST","1930","196000",3,1,1
890,"281 CONCORD ST","1920","192100",3,1,1
891,"371 TOWNSEND AV","1920","221500",4,2,1
892,"17 BURR ST","1960","168900",2,1,0
893,"25 BURR ST","1959","177600",2,1,0
894,"7 IRA ST","1940","118900",1,1,0
895,"24 IRA ST","1987","178700",3,2,0
896,"20 IRA ST","1960","213200",2,1,1
897,"12 IRA ST","1955","135500",2,2,0
898,"2 IRA ST","1957","214600",3,2,0
899,"1A IRA ST","1920","187900",3,1,1
900,"325 TOWNSEND AV","1947","166000",3,1,1
901,"333 TOWNSEND AV","1950","169300",3,1,0
902,"TOWNSEND AV",NA,"3600",NA,NA,NA
903,"343 TOWNSEND AV","1950","197500",3,1,1
904,"341 TOWNSEND AV","1800","230400",2,2,0
905,"351 TOWNSEND AV","1953","191200",3,1,1
906,"357 TOWNSEND AV","1898","180900",3,1,0
907,"361 TOWNSEND AV","1961","167300",3,1,0
908,"365 TOWNSEND AV","1910","157800",2,2,0
909,"37 BURR ST","1900","151900",2,1,1
910,"39 BURR ST","1920","159400",3,2,0
911,"45 BURR ST","1921","239700",8,2,1
912,"55 BURR ST","1915","232500",4,2,0
913,"65 BURR ST","1900","208200",0,0,NA
914,"346 CONCORD ST","1900","219800",4,2,0
915,"338 CONCORD ST","1920","126500",2,1,0
916,"334 CONCORD ST","1960","197400",3,1,1
917,"324 CONCORD ST","2006","237500",3,2,1
918,"320 CONCORD ST","1967","173800",3,1,1
919,"CONCORD ST",NA,"57800",NA,NA,NA
920,"72 MYRON ST","1920","193600",3,1,0
921,"64 MYRON ST","1950","209500",3,1,0
922,"60 MYRON ST","1950","162400",3,1,1
923,"MYRON ST",NA,"2600",NA,NA,NA
924,"1 IRA ST","1988","238200",3,2,1
925,"1B IRA ST","1988","246600",3,2,1
926,"1C IRA ST","1988","232700",3,2,1
927,"3 IRA ST","1955","202500",3,2,1
928,"5 IRA ST","1974","176600",1,1,0
929,"9 IRA ST","1920","160800",3,1,1
930,NA,NA,NA,NA,NA,NA
931,"21 IRA ST","1940","199200",3,2,0
932,"23 IRA ST","1998","174600",3,1,1
933,"5 ELMER ST","1940","203500",4,2,0
934,"7 ELMER ST","1920","185400",3,1,1
935,"15 ELMER ST","1974","205100",3,2,0
936,"25 ELMER ST","1951","162900",2,1,0
937,"35 ELMER ST","1950","192000",3,1,1
938,"1800 DEAN ST","1950","193700",3,2,0
939,"1760 DEAN ST","1945","144800",2,1,0
940,"130 MYRON ST","1947","117600",2,1,1
941,"DEAN ST",NA,"900",NA,NA,NA
942,"124 MYRON ST","1930","120800",2,1,0
943,"118 MYRON ST","1940","190200",4,2,1
944,"112 MYRON ST","1950","189100",2,1,1
945,"106 MYRON ST","1930","159100",3,2,0
946,"100 MYRON ST","1940","198200",3,2,0
947,"96 MYRON ST","1935","186000",4,2,0
948,"297 CONCORD ST","1900","149900",2,1,0
949,"301 CONCORD ST","1986","194900",3,2,0
950,"307 CONCORD ST","1900","165300",3,1,0
951,"54 TOWNSEND AV",NA,"5900",NA,NA,NA
952,"TOWNSEND AV",NA,"526500",NA,NA,NA
953,"197 TOWNSEND AV","1910","327800",4,1,1
954,"15 PARKER PL","1929","236500",3,1,1
955,"21 PARKER PL","1910","181700",3,1,0
956,"25 PARKER PL","1923","179100",3,1,1
957,"29 PARKER PL","1920","190100",3,1,0
958,"35 PARKER PL","1907","200100",3,1,0
959,"37 PARKER PL","1919","188100",3,1,0
960,"41 PARKER PL","1910","191300",3,1,0
961,"45 PARKER PL","1910","201600",3,1,0
962,"51 PARKER PL","1910","199800",3,1,0
963,"55 PARKER PL","1910","216900",3,1,1
964,"52 BEECHER PL","1910","194900",3,1,1
965,"50 BEECHER PL","1910","175700",3,2,0
966,"46 BEECHER PL","1927","219900",3,3,NA
967,"42 BEECHER PL","1910","242100",3,2,1
968,"38 BEECHER PL","1918","197400",3,1,1
969,"34 BEECHER PL","1918","225100",3,1,1
970,"26 BEECHER PL","1918","164900",3,2,0
971,"18 BEECHER PL","1900","178300",3,1,0
972,"14 BEECHER PL","1804","197600",3,1,1
973,"183 TOWNSEND AV","1804","391500",5,5,0
974,"187 TOWNSEND AV","1804","318600",4,1,1
975,"201 CONCORD ST","1916","218900",3,1,1
976,"71 PARKER PL","1920","172700",3,1,0
977,"73 PARKER PL","1900","287100",4,2,0
978,"91 PARKER PL","1906","182000",3,1,1
979,"95 PARKER PL","1930","173000",3,1,1
980,"103 PARKER PL","1910","155400",4,1,1
981,"107 PARKER PL","1930","160600",2,1,0
982,"40 ARDEN ST","1936","185400",2,1,0
983,"28 ARDEN ST","1930","152700",2,1,0
984,"24 ARDEN ST","1928","189800",3,2,0
985,"20 ARDEN ST","1928","161700",3,1,0
986,"14 ARDEN ST","1928","139300",2,1,0
987,"12 ARDEN ST","1928","154000",2,1,0
988,"173 CONCORD ST","1930","178700",4,2,0
989,"189 CONCORD ST","1940","187200",3,1,1
990,"193 CONCORD ST","1930","195500",4,1,1
991,"249 TOWNSEND AV","1919","254600",2,2,1
992,"19 FLORENCE AV","1909","150100",4,1,0
993,"25 FLORENCE AV","1917","217700",3,2,0
994,"35 FLORENCE AV","1870","232700",4,2,1
995,"37 FLORENCE AV","1870","196200",3,2,0
996,"41 FLORENCE AV","1931","171500",2,2,0
997,"32 MANSION ST","1930","159400",2,1,0
998,"30 MANSION ST","1964","183400",2,1,0
999,"28 MANSION ST","1900","267400",4,2,1
1000,"22 MANSION ST","1920","201400",3,1,0
1001,"18 MANSION ST","1870","203700",3,1,0
1002,"14 MANSION ST","1930","197300",3,1,0
1003,"8 MANSION ST","1920","207800",3,1,1
1004,"4 MANSION ST","1940","206600",3,2,0
1005,"28 PARKER PL","1900","208600",3,2,0
1006,"PARKER PL",NA,"5600",NA,NA,NA
1007,"24 PARKER PL","1870","198700",4,1,0
1008,"PARKER PL",NA,"5500",NA,NA,NA
1009,"18 PARKER PL","1900","206400",2,1,1
1010,"207 TOWNSEND AV","1947","322200",3,1,1
1011,"211 TOWNSEND AV","1900","463200",4,1,1
1012,"215 TOWNSEND AV","1920","266400",2,1,1
1013,"219 TOWNSEND AV","1920","362200",4,3,0
1014,"223 TOWNSEND AV","1927","401800",7,3,1
1015,"225 TOWNSEND AV","1875","368400",3,2,1
1016,"229 TOWNSEND AV","1900","292700",4,1,1
1017,"235 TOWNSEND AV","1920","370500",3,2,1
1018,"239 TOWNSEND AV","1930","298000",3,1,0
1019,"241 TOWNSEND AV","1915","239600",2,1,1
1020,"245 TOWNSEND AV","1880","328500",5,2,1
1021,"53 FLORENCE AV","1920","196700",3,1,1
1022,"57 FLORENCE AV","1910","177000",3,1,1
1023,"61 FLORENCE AV","1920","175900",3,1,1
1024,"65 FLORENCE AV","1940","198100",3,2,0
1025,"69 FLORENCE AV","1920","172600",3,2,0
1026,"236 CONCORD ST","1956","204700",4,2,0
1027,"230 CONCORD ST","1920","180200",3,1,0
1028,"224 CONCORD ST","1960","156800",2,2,0
1029,"220 CONCORD ST","1965","162300",3,1,0
1030,"210 CONCORD ST","1960","198900",2,1,0
1031,"50 PARKER PL","1910","282300",4,3,0
1032,"11 MANSION ST","1915","199800",3,1,1
1033,"15 MANSION ST","1920","274100",3,2,1
1034,"25 MANSION ST","1900","197300",3,1,0
1035,"27 MANSION ST","1920","212300",3,1,1
1036,"29 MANSION ST","1920","224700",3,1,1
1037,"33 MANSION ST","1920","169400",2,1,0
1038,"227 CONCORD ST","1928","170000",3,1,1
1039,"11 NELSON ST","1930","159600",3,1,0
1040,"15 NELSON ST","1920","199100",3,1,1
1041,"23 NELSON ST","1900","228100",4,2,1
1042,"41 NELSON ST","1930","135500",3,1,0
1043,"47 NELSON ST","1930","143100",3,1,0
1044,"1610 DEAN ST","1950","150700",4,2,0
1045,"110 PARKER PL","1958","138100",3,1,0
1046,"100 PARKER PL","1910","195800",4,1,1
1047,"94 PARKER PL","1930","198900",4,2,0
1048,"80 PARKER PL","1900","197000",3,1,1
1049,"76 PARKER PL","1930","157100",3,1,1
1050,"74 PARKER PL","1915","183600",3,1,1
1051,"72 PARKER PL","1930","156700",2,1,0
1052,"68 PARKER PL","1920","187700",3,1,0
1053,"219 CONCORD ST","1930","201900",3,1,0
1054,"223 CONCORD ST","1950","151800",3,1,0
1055,"168 TOWNSEND AV",NA,"187800",NA,NA,NA
1056,"TOWNSEND AV",NA,"192200",NA,NA,NA
1057,"154 TOWNSEND AV","1949","412200",2,2,0
1058,"150 TOWNSEND AV","1945","387300",4,3,NA
1059,"146 TOWNSEND AV","1945","396900",3,2,0
